customer_id,frequency,monetary_total,avg_order_value,first_purchase,last_purchase,category_diversity,recency_days,tenure_days,r_score,f_score,m_score,avg_days_between_orders,rfm_total_score
3626,1,54.74,54.74,2024-04-12 00:00:00,2024-04-12 00:00:00,1,808,0,1,1,1,,3
3915,1,17.9,17.9,2024-04-13 00:00:00,2024-04-13 00:00:00,1,807,0,1,1,1,,3
3719,1,31.86,31.86,2024-04-15 00:00:00,2024-04-15 00:00:00,1,805,0,1,1,1,,3
1443,1,56.95,56.95,2024-04-15 00:00:00,2024-04-15 00:00:00,1,805,0,1,1,1,,3
3276,2,94.62,47.31,2023-04-17 00:00:00,2024-04-19 00:00:00,2,801,368,1,1,2,368.0,4
3455,2,84.24,42.12,2023-09-07 00:00:00,2024-04-27 00:00:00,2,793,233,1,1,2,233.0,4
3687,1,82.6,82.6,2024-04-29 00:00:00,2024-04-29 00:00:00,1,791,0,1,1,2,,4
3609,1,25.77,25.77,2024-05-01 00:00:00,2024-05-01 00:00:00,1,789,0,1,1,1,,3
3363,2,65.09,32.55,2023-11-25 00:00:00,2024-05-03 00:00:00,2,787,160,1,1,1,160.0,3
3858,1,21.29,21.29,2024-05-05 00:00:00,2024-05-05 00:00:00,1,785,0,1,1,1,,3
3665,1,47.86,47.86,2024-05-05 00:00:00,2024-05-05 00:00:00,1,785,0,1,1,1,,3
3386,2,62.78,31.39,2024-05-09 00:00:00,2024-05-10 00:00:00,2,780,1,1,1,1,1.0,3
2926,2,84.45,42.22,2024-03-20 00:00:00,2024-05-12 00:00:00,2,778,53,1,1,2,53.0,4
3756,1,18.85,18.85,2024-05-13 00:00:00,2024-05-13 00:00:00,1,777,0,1,1,1,,3
2895,1,78.33,78.33,2024-05-13 00:00:00,2024-05-13 00:00:00,1,777,0,1,1,1,,3
3827,2,76.99,38.49,2023-12-31 00:00:00,2024-05-13 00:00:00,1,777,134,1,1,1,134.0,3
3801,1,39.48,39.48,2024-05-15 00:00:00,2024-05-15 00:00:00,1,775,0,1,1,1,,3
3946,1,42.18,42.18,2024-05-15 00:00:00,2024-05-15 00:00:00,1,775,0,1,1,1,,3
3625,1,37.21,37.21,2024-05-19 00:00:00,2024-05-19 00:00:00,1,771,0,1,1,1,,3
3876,1,45.15,45.15,2024-05-19 00:00:00,2024-05-19 00:00:00,1,771,0,1,1,1,,3
3837,1,27.49,27.49,2024-05-21 00:00:00,2024-05-21 00:00:00,1,769,0,1,1,1,,3
3006,3,74.36,24.79,2023-02-15 00:00:00,2024-05-21 00:00:00,2,769,461,1,2,1,230.5,4
3942,1,21.88,21.88,2024-05-23 00:00:00,2024-05-23 00:00:00,1,767,0,1,1,1,,3
3063,2,111.51,55.75,2024-04-29 00:00:00,2024-05-23 00:00:00,1,767,24,1,2,2,24.0,5
3950,2,57.69,28.84,2024-05-24 00:00:00,2024-05-25 00:00:00,2,765,1,1,1,1,1.0,3
3804,1,20.47,20.47,2024-05-27 00:00:00,2024-05-27 00:00:00,1,763,0,1,1,1,,3
3810,4,170.91,42.73,2023-05-11 00:00:00,2024-05-28 00:00:00,3,762,383,1,2,2,127.7,5
3289,3,15.0,5.0,2024-04-12 00:00:00,2024-05-30 00:00:00,3,760,48,1,2,1,24.0,4
3851,1,16.38,16.38,2024-05-31 00:00:00,2024-05-31 00:00:00,1,759,0,1,1,1,,3
3649,1,19.64,19.64,2024-05-31 00:00:00,2024-05-31 00:00:00,1,759,0,1,1,1,,3
3731,1,56.14,56.14,2024-06-01 00:00:00,2024-06-01 00:00:00,1,758,0,1,1,1,,3
3035,4,142.44,35.61,2024-04-23 00:00:00,2024-06-01 00:00:00,3,758,39,1,2,2,13.0,5
3790,3,107.49,35.83,2024-03-25 00:00:00,2024-06-03 00:00:00,3,756,70,1,2,2,35.0,5
3016,4,169.51,42.38,2023-04-16 00:00:00,2024-06-06 00:00:00,3,753,417,1,2,2,139.0,5
3740,1,35.69,35.69,2024-06-07 00:00:00,2024-06-07 00:00:00,1,752,0,1,1,1,,3
3515,3,46.27,15.42,2024-01-18 00:00:00,2024-06-09 00:00:00,2,750,143,1,2,1,71.5,4
3443,3,185.27,61.76,2023-05-27 00:00:00,2024-06-09 00:00:00,3,750,379,1,2,2,189.5,5
1757,1,25.45,25.45,2024-06-11 00:00:00,2024-06-11 00:00:00,1,748,0,1,1,1,,3
3861,1,45.68,45.68,2024-06-12 00:00:00,2024-06-12 00:00:00,1,747,0,1,1,1,,3
3652,1,46.6,46.6,2024-06-12 00:00:00,2024-06-12 00:00:00,1,747,0,1,1,1,,3
3123,1,68.51,68.51,2024-06-12 00:00:00,2024-06-12 00:00:00,1,747,0,1,1,1,,3
2864,2,97.84,48.92,2024-03-14 00:00:00,2024-06-13 00:00:00,2,746,91,1,2,2,91.0,5
2970,2,110.11,55.05,2024-02-27 00:00:00,2024-06-13 00:00:00,1,746,107,1,2,2,107.0,5
3883,1,53.11,53.11,2024-06-14 00:00:00,2024-06-14 00:00:00,1,745,0,1,1,1,,3
3982,1,56.49,56.49,2024-06-15 00:00:00,2024-06-15 00:00:00,1,744,0,1,1,1,,3
3955,2,66.63,33.31,2024-04-03 00:00:00,2024-06-18 00:00:00,2,741,76,1,1,1,76.0,3
3305,2,136.51,68.25,2023-05-15 00:00:00,2024-06-19 00:00:00,2,740,401,1,2,2,401.0,5
3332,1,69.5,69.5,2024-06-21 00:00:00,2024-06-21 00:00:00,1,738,0,1,1,1,,3
1993,1,48.42,48.42,2024-06-25 00:00:00,2024-06-25 00:00:00,1,734,0,1,1,1,,3
1739,2,87.57,43.78,2024-06-16 00:00:00,2024-06-25 00:00:00,2,734,9,1,1,2,9.0,4
3598,5,193.29,38.66,2023-01-15 00:00:00,2024-06-25 00:00:00,3,734,527,1,3,2,131.8,6
2869,3,134.18,44.73,2024-01-27 00:00:00,2024-06-27 00:00:00,3,732,152,1,2,2,76.0,5
3816,1,37.13,37.13,2024-06-30 00:00:00,2024-06-30 00:00:00,1,729,0,1,1,1,,3
2987,10,514.74,51.47,2022-11-10 00:00:00,2024-06-30 00:00:00,4,729,598,1,4,4,66.4,9
3713,1,29.12,29.12,2024-07-01 00:00:00,2024-07-01 00:00:00,1,728,0,1,1,1,,3
3948,2,98.42,49.21,2024-05-29 00:00:00,2024-07-01 00:00:00,2,728,33,1,2,2,33.0,5
3623,1,30.18,30.18,2024-07-02 00:00:00,2024-07-02 00:00:00,1,727,0,1,1,1,,3
3633,1,59.26,59.26,2024-07-04 00:00:00,2024-07-04 00:00:00,1,725,0,1,1,1,,3
3782,1,62.89,62.89,2024-07-04 00:00:00,2024-07-04 00:00:00,1,725,0,1,1,1,,3
3760,1,43.38,43.38,2024-07-06 00:00:00,2024-07-06 00:00:00,1,723,0,1,1,1,,3
2872,1,31.56,31.56,2024-07-09 00:00:00,2024-07-09 00:00:00,1,720,0,1,1,1,,3
3769,1,63.89,63.89,2024-07-09 00:00:00,2024-07-09 00:00:00,1,720,0,1,1,1,,3
3384,3,148.96,49.65,2023-08-09 00:00:00,2024-07-09 00:00:00,2,720,335,1,2,2,167.5,5
3556,1,32.47,32.47,2024-07-10 00:00:00,2024-07-10 00:00:00,1,719,0,1,1,1,,3
3683,1,45.72,45.72,2024-07-10 00:00:00,2024-07-10 00:00:00,1,719,0,1,1,1,,3
2822,2,124.86,62.43,2024-06-12 00:00:00,2024-07-10 00:00:00,2,719,28,1,2,2,28.0,5
2831,3,173.89,57.96,2023-04-02 00:00:00,2024-07-12 00:00:00,2,717,467,1,2,2,233.5,5
3977,4,108.94,27.23,2024-01-08 00:00:00,2024-07-12 00:00:00,3,717,186,1,2,2,62.0,5
2915,1,5.0,5.0,2024-07-13 00:00:00,2024-07-13 00:00:00,1,716,0,1,1,1,,3
3749,1,16.18,16.18,2024-07-14 00:00:00,2024-07-14 00:00:00,1,715,0,1,1,1,,3
3947,1,36.83,36.83,2024-07-14 00:00:00,2024-07-14 00:00:00,1,715,0,1,1,1,,3
3300,2,18.4,9.2,2024-01-29 00:00:00,2024-07-16 00:00:00,2,713,169,1,1,1,169.0,3
3404,2,122.61,61.31,2023-11-24 00:00:00,2024-07-16 00:00:00,1,713,235,1,2,2,235.0,5
3830,1,31.65,31.65,2024-07-17 00:00:00,2024-07-17 00:00:00,1,712,0,1,1,1,,3
3503,2,107.19,53.59,2024-04-04 00:00:00,2024-07-19 00:00:00,2,710,106,1,2,2,106.0,5
3689,1,48.86,48.86,2024-07-21 00:00:00,2024-07-21 00:00:00,1,708,0,1,1,1,,3
3745,1,21.79,21.79,2024-07-23 00:00:00,2024-07-23 00:00:00,1,706,0,1,1,1,,3
3934,1,37.6,37.6,2024-07-24 00:00:00,2024-07-24 00:00:00,1,705,0,1,1,1,,3
3872,1,38.51,38.51,2024-07-24 00:00:00,2024-07-24 00:00:00,1,705,0,1,1,1,,3
3420,3,135.57,45.19,2023-06-22 00:00:00,2024-07-25 00:00:00,3,704,399,1,2,2,199.5,5
3302,6,296.52,49.42,2023-06-05 00:00:00,2024-07-25 00:00:00,4,704,416,1,3,3,83.2,7
3869,1,54.57,54.57,2024-07-26 00:00:00,2024-07-26 00:00:00,1,703,0,1,1,1,,3
3196,4,327.4,81.85,2023-12-28 00:00:00,2024-07-26 00:00:00,4,703,211,1,3,3,70.3,7
3671,2,51.18,25.59,2024-02-13 00:00:00,2024-07-27 00:00:00,2,702,165,1,1,1,165.0,3
2830,2,49.8,24.9,2024-02-09 00:00:00,2024-07-30 00:00:00,2,699,172,1,1,1,172.0,3
3772,1,56.93,56.93,2024-07-31 00:00:00,2024-07-31 00:00:00,1,698,0,1,1,1,,3
3181,1,64.7,64.7,2024-07-31 00:00:00,2024-07-31 00:00:00,1,698,0,1,1,1,,3
3274,3,182.73,60.91,2024-06-08 00:00:00,2024-08-02 00:00:00,3,696,55,1,2,2,27.5,5
3995,1,36.71,36.71,2024-08-04 00:00:00,2024-08-04 00:00:00,1,694,0,1,1,1,,3
3148,2,67.71,33.85,2023-11-01 00:00:00,2024-08-04 00:00:00,2,694,277,1,1,1,277.0,3
3991,2,54.05,27.02,2024-04-23 00:00:00,2024-08-05 00:00:00,2,693,104,1,1,1,104.0,3
3555,3,130.51,43.5,2023-11-02 00:00:00,2024-08-05 00:00:00,3,693,277,1,2,2,138.5,5
3374,4,249.96,62.49,2023-02-02 00:00:00,2024-08-05 00:00:00,2,693,550,1,2,3,183.3,6
3954,1,27.24,27.24,2024-08-06 00:00:00,2024-08-06 00:00:00,1,692,0,1,1,1,,3
1922,1,27.68,27.68,2024-08-06 00:00:00,2024-08-06 00:00:00,1,692,0,1,1,1,,3
3886,1,53.32,53.32,2024-08-06 00:00:00,2024-08-06 00:00:00,1,692,0,1,1,1,,3
3210,3,83.7,27.9,2023-08-23 00:00:00,2024-08-06 00:00:00,3,692,349,1,2,2,174.5,5
2876,3,93.39,31.13,2024-01-09 00:00:00,2024-08-06 00:00:00,3,692,210,1,2,2,105.0,5
2965,3,158.6,52.87,2024-05-09 00:00:00,2024-08-06 00:00:00,3,692,89,1,2,2,44.5,5
3651,1,22.31,22.31,2024-08-07 00:00:00,2024-08-07 00:00:00,1,691,0,1,1,1,,3
3909,1,44.4,44.4,2024-08-08 00:00:00,2024-08-08 00:00:00,1,690,0,1,1,1,,3
3901,1,74.92,74.92,2024-08-08 00:00:00,2024-08-08 00:00:00,1,690,0,1,1,1,,3
3736,1,37.47,37.47,2024-08-11 00:00:00,2024-08-11 00:00:00,1,687,0,1,1,1,,3
3020,2,89.72,44.86,2023-07-22 00:00:00,2024-08-11 00:00:00,2,687,386,1,1,2,386.0,4
3892,1,62.82,62.82,2024-08-12 00:00:00,2024-08-12 00:00:00,1,686,0,1,1,1,,3
2839,4,280.97,70.24,2023-09-11 00:00:00,2024-08-12 00:00:00,3,686,336,1,3,3,112.0,7
3252,2,138.36,69.18,2024-07-27 00:00:00,2024-08-13 00:00:00,2,685,17,1,2,2,17.0,5
1679,1,58.67,58.67,2024-08-17 00:00:00,2024-08-17 00:00:00,1,681,0,1,1,1,,3
3663,1,44.2,44.2,2024-08-19 00:00:00,2024-08-19 00:00:00,1,679,0,1,1,1,,3
3808,1,56.38,56.38,2024-08-19 00:00:00,2024-08-19 00:00:00,1,679,0,1,1,1,,3
2837,4,232.02,58.01,2023-12-02 00:00:00,2024-08-19 00:00:00,3,679,261,1,2,3,87.0,6
3428,1,17.25,17.25,2024-08-20 00:00:00,2024-08-20 00:00:00,1,678,0,1,1,1,,3
3725,1,42.04,42.04,2024-08-20 00:00:00,2024-08-20 00:00:00,1,678,0,1,1,1,,3
1545,1,39.71,39.71,2024-08-21 00:00:00,2024-08-21 00:00:00,1,677,0,1,1,1,,3
3429,4,160.91,40.23,2023-09-01 00:00:00,2024-08-21 00:00:00,3,677,355,1,2,2,118.3,5
3034,1,31.56,31.56,2024-08-22 00:00:00,2024-08-22 00:00:00,1,676,0,1,1,1,,3
3032,1,52.7,52.7,2024-08-22 00:00:00,2024-08-22 00:00:00,1,676,0,1,1,1,,3
3817,3,179.93,59.98,2024-06-24 00:00:00,2024-08-22 00:00:00,2,676,59,1,2,2,29.5,5
3578,3,126.31,42.1,2023-12-05 00:00:00,2024-08-23 00:00:00,3,675,262,1,2,2,131.0,5
3791,2,79.83,39.91,2024-08-04 00:00:00,2024-08-25 00:00:00,2,673,21,1,1,1,21.0,3
3553,1,57.64,57.64,2024-08-28 00:00:00,2024-08-28 00:00:00,1,670,0,1,1,1,,3
3662,2,91.79,45.89,2024-01-20 00:00:00,2024-08-28 00:00:00,2,670,221,1,1,2,221.0,4
1721,1,64.88,64.88,2024-08-30 00:00:00,2024-08-30 00:00:00,1,668,0,1,1,1,,3
3875,2,96.97,48.48,2024-07-15 00:00:00,2024-08-30 00:00:00,2,668,46,1,2,2,46.0,5
2871,4,139.15,34.79,2024-04-17 00:00:00,2024-08-30 00:00:00,2,668,135,1,2,2,45.0,5
3847,1,36.49,36.49,2024-08-31 00:00:00,2024-08-31 00:00:00,1,667,0,1,1,1,,3
2910,4,124.27,31.07,2023-10-20 00:00:00,2024-09-01 00:00:00,4,666,317,1,2,2,105.7,5
3463,5,187.65,37.53,2023-10-29 00:00:00,2024-09-01 00:00:00,3,666,308,1,3,2,77.0,6
2918,3,171.85,57.28,2023-11-30 00:00:00,2024-09-02 00:00:00,2,665,277,1,2,2,138.5,5
3926,1,62.08,62.08,2024-09-05 00:00:00,2024-09-05 00:00:00,1,662,0,1,1,1,,3
3399,1,61.77,61.77,2024-09-06 00:00:00,2024-09-06 00:00:00,1,661,0,1,1,1,,3
3466,5,118.45,23.69,2023-10-04 00:00:00,2024-09-07 00:00:00,4,660,339,1,3,2,84.8,6
3645,1,34.18,34.18,2024-09-08 00:00:00,2024-09-08 00:00:00,1,659,0,1,1,1,,3
3156,1,49.84,49.84,2024-09-08 00:00:00,2024-09-08 00:00:00,1,659,0,1,1,1,,3
3657,1,9.77,9.77,2024-09-11 00:00:00,2024-09-11 00:00:00,1,656,0,1,1,1,,3
3720,2,51.4,25.7,2024-04-07 00:00:00,2024-09-11 00:00:00,2,656,157,1,1,1,157.0,3
3953,1,27.92,27.92,2024-09-12 00:00:00,2024-09-12 00:00:00,1,655,0,1,1,1,,3
1428,2,34.58,17.29,2024-03-14 00:00:00,2024-09-13 00:00:00,2,654,183,1,1,1,183.0,3
3952,1,25.87,25.87,2024-09-14 00:00:00,2024-09-14 00:00:00,1,653,0,1,1,1,,3
1680,1,47.68,47.68,2024-09-15 00:00:00,2024-09-15 00:00:00,1,652,0,1,1,1,,3
3620,1,41.03,41.03,2024-09-16 00:00:00,2024-09-16 00:00:00,1,651,0,1,1,1,,3
3094,3,195.14,65.05,2023-12-14 00:00:00,2024-09-16 00:00:00,2,651,277,1,2,2,138.5,5
2820,2,58.6,29.3,2024-09-07 00:00:00,2024-09-17 00:00:00,1,650,10,1,1,1,10.0,3
3096,3,167.21,55.74,2024-09-07 00:00:00,2024-09-17 00:00:00,1,650,10,1,2,2,5.0,5
3088,1,63.43,63.43,2024-09-18 00:00:00,2024-09-18 00:00:00,1,649,0,1,1,1,,3
3746,1,25.53,25.53,2024-09-19 00:00:00,2024-09-19 00:00:00,1,648,0,1,1,1,,3
3825,1,25.71,25.71,2024-09-20 00:00:00,2024-09-20 00:00:00,1,647,0,1,1,1,,3
1536,1,32.2,32.2,2024-09-20 00:00:00,2024-09-20 00:00:00,1,647,0,1,1,1,,3
3718,1,27.08,27.08,2024-09-21 00:00:00,2024-09-21 00:00:00,1,646,0,1,1,1,,3
3532,1,34.18,34.18,2024-09-22 00:00:00,2024-09-22 00:00:00,1,645,0,1,1,1,,3
3778,1,39.15,39.15,2024-09-23 00:00:00,2024-09-23 00:00:00,1,644,0,1,1,1,,3
1897,1,40.25,40.25,2024-09-23 00:00:00,2024-09-23 00:00:00,1,644,0,1,1,1,,3
2829,4,114.37,28.59,2024-01-05 00:00:00,2024-09-23 00:00:00,3,644,262,1,2,2,87.3,5
2832,1,27.91,27.91,2024-09-24 00:00:00,2024-09-24 00:00:00,1,643,0,1,1,1,,3
3166,3,92.67,30.89,2024-02-04 00:00:00,2024-09-25 00:00:00,3,642,234,1,2,2,117.0,5
3741,1,42.31,42.31,2024-09-26 00:00:00,2024-09-26 00:00:00,1,641,0,1,1,1,,3
2921,3,235.41,78.47,2024-03-30 00:00:00,2024-09-27 00:00:00,2,640,181,1,2,3,90.5,6
3964,1,55.43,55.43,2024-09-28 00:00:00,2024-09-28 00:00:00,1,639,0,1,1,1,,3
3871,1,67.19,67.19,2024-09-28 00:00:00,2024-09-28 00:00:00,1,639,0,1,1,1,,3
1521,1,41.68,41.68,2024-09-30 00:00:00,2024-09-30 00:00:00,1,637,0,1,1,1,,3
3025,3,105.82,35.27,2024-03-17 00:00:00,2024-09-30 00:00:00,3,637,197,1,2,2,98.5,5
1866,1,56.69,56.69,2024-10-01 00:00:00,2024-10-01 00:00:00,1,636,0,1,1,1,,3
2778,2,127.46,63.73,2024-07-28 00:00:00,2024-10-01 00:00:00,2,636,65,1,2,2,65.0,5
3997,2,100.95,50.47,2024-09-07 00:00:00,2024-10-02 00:00:00,2,635,25,1,2,2,25.0,5
3696,1,31.61,31.61,2024-10-03 00:00:00,2024-10-03 00:00:00,1,634,0,1,1,1,,3
1810,1,49.96,49.96,2024-10-05 00:00:00,2024-10-05 00:00:00,1,632,0,1,1,1,,3
