customer_id,order_date,order_amount,category,true_segment
4,2025-04-18,50.32,home_goods,champion
4,2025-05-14,68.89,home_goods,champion
4,2025-05-30,63.23,beauty,champion
4,2025-06-05,53.73,home_goods,champion
4,2025-06-22,61.69,electronics,champion
4,2025-06-25,49.02,grocery,champion
4,2025-06-27,75.67,grocery,champion
4,2025-09-08,61.8,electronics,champion
4,2025-11-07,97.93,sports,champion
4,2026-01-05,67.22,electronics,champion
4,2026-04-26,59.71,apparel,champion
4,2026-05-07,28.43,electronics,champion
4,2026-06-06,40.51,sports,champion
5,2025-01-30,88.73,home_goods,champion
5,2025-02-24,106.26,home_goods,champion
5,2025-03-23,83.78,books,champion
5,2025-04-02,112.29,electronics,champion
5,2025-04-19,83.65,apparel,champion
5,2025-05-07,90.04,books,champion
5,2025-05-21,96.59,books,champion
5,2025-08-04,113.23,grocery,champion
5,2025-08-09,85.7,beauty,champion
5,2025-08-11,122.38,apparel,champion
5,2025-09-16,84.92,beauty,champion
5,2025-11-02,81.61,beauty,champion
5,2025-11-03,115.4,home_goods,champion
5,2025-11-09,76.46,sports,champion
5,2025-11-26,111.26,electronics,champion
5,2025-12-04,141.99,electronics,champion
5,2025-12-19,75.54,sports,champion
5,2026-01-05,88.58,books,champion
5,2026-02-19,102.16,sports,champion
5,2026-03-31,104.39,home_goods,champion
5,2026-04-01,109.25,sports,champion
5,2026-04-05,87.17,apparel,champion
5,2026-05-23,71.09,apparel,champion
6,2025-06-20,98.09,electronics,champion
6,2025-06-23,67.23,home_goods,champion
6,2025-06-28,75.33,sports,champion
6,2025-07-14,88.37,apparel,champion
6,2025-07-18,87.88,home_goods,champion
6,2025-07-21,79.43,electronics,champion
6,2025-07-31,108.68,sports,champion
6,2025-08-30,69.91,apparel,champion
6,2025-09-09,74.26,beauty,champion
6,2025-09-26,73.78,home_goods,champion
6,2025-10-02,79.15,home_goods,champion
6,2025-11-01,98.35,apparel,champion
6,2025-11-05,74.17,home_goods,champion
6,2025-11-16,102.98,electronics,champion
6,2025-11-27,87.7,books,champion
6,2025-12-15,99.82,home_goods,champion
6,2025-12-19,86.68,beauty,champion
6,2025-12-24,84.67,beauty,champion
6,2026-01-02,91.41,books,champion
6,2026-01-04,78.96,beauty,champion
6,2026-01-18,86.86,electronics,champion
6,2026-03-05,84.75,home_goods,champion
6,2026-04-02,73.31,books,champion
6,2026-04-17,96.89,sports,champion
6,2026-04-19,76.5,apparel,champion
6,2026-04-23,96.49,sports,champion
6,2026-04-27,66.67,beauty,champion
6,2026-05-02,86.74,beauty,champion
6,2026-05-14,76.25,beauty,champion
6,2026-05-15,46.51,books,champion
6,2026-06-12,94.66,home_goods,champion
6,2026-06-15,83.68,electronics,champion
7,2026-04-14,105.48,home_goods,champion
7,2026-04-15,143.03,apparel,champion
7,2026-04-20,165.02,apparel,champion
7,2026-04-21,122.11,electronics,champion
7,2026-05-07,139.71,electronics,champion
7,2026-05-18,142.3,books,champion
7,2026-05-31,147.82,apparel,champion
7,2026-06-05,137.67,apparel,champion
7,2026-06-10,134.12,grocery,champion
7,2026-06-11,116.62,grocery,champion
7,2026-06-14,140.72,sports,champion
7,2026-06-15,133.44,electronics,champion
7,2026-06-16,115.06,books,champion
7,2026-06-20,123.54,apparel,champion
7,2026-06-21,163.27,grocery,champion
8,2025-05-27,73.71,electronics,champion
8,2025-06-24,75.07,books,champion
8,2025-07-09,103.98,apparel,champion
8,2025-07-18,86.95,home_goods,champion
8,2025-09-02,84.22,beauty,champion
8,2025-10-02,115.02,electronics,champion
8,2025-10-30,69.03,sports,champion
8,2025-11-06,91.35,beauty,champion
8,2025-11-16,98.88,apparel,champion
8,2025-12-30,78.39,electronics,champion
8,2026-01-06,86.42,apparel,champion
8,2026-01-12,95.57,books,champion
8,2026-03-02,80.06,electronics,champion
8,2026-03-14,85.19,beauty,champion
8,2026-03-20,111.04,home_goods,champion
8,2026-03-30,94.86,apparel,champion
8,2026-04-30,104.91,apparel,champion
8,2026-05-02,106.47,home_goods,champion
8,2026-05-13,84.69,home_goods,champion
8,2026-06-11,62.75,beauty,champion
9,2025-09-04,112.53,beauty,champion
9,2025-09-12,112.25,electronics,champion
9,2025-09-26,105.1,apparel,champion
9,2025-10-18,135.23,apparel,champion
9,2025-10-21,130.46,home_goods,champion
9,2026-01-02,113.3,beauty,champion
9,2026-01-15,125.56,electronics,champion
9,2026-01-27,123.7,electronics,champion
9,2026-02-02,123.16,electronics,champion
9,2026-02-06,126.86,beauty,champion
9,2026-03-18,110.09,home_goods,champion
9,2026-03-22,128.35,electronics,champion
9,2026-04-02,108.63,beauty,champion
9,2026-04-18,114.99,books,champion
9,2026-05-06,103.22,apparel,champion
9,2026-05-13,128.52,electronics,champion
9,2026-05-17,127.64,apparel,champion
9,2026-06-14,120.37,grocery,champion
10,2025-11-29,113.53,apparel,champion
10,2025-12-03,74.29,apparel,champion
10,2025-12-18,121.68,home_goods,champion
10,2025-12-21,93.26,beauty,champion
10,2025-12-29,83.21,apparel,champion
10,2026-01-06,85.1,home_goods,champion
10,2026-01-14,114.82,home_goods,champion
10,2026-01-15,84.83,apparel,champion
10,2026-02-02,96.1,home_goods,champion
10,2026-02-06,109.73,beauty,champion
10,2026-03-03,108.8,books,champion
10,2026-03-11,95.72,grocery,champion
10,2026-03-12,97.24,apparel,champion
10,2026-04-13,104.56,books,champion
10,2026-04-18,109.88,beauty,champion
10,2026-04-22,89.14,home_goods,champion
10,2026-05-01,98.87,beauty,champion
10,2026-05-10,108.81,apparel,champion
10,2026-05-18,99.99,apparel,champion
10,2026-05-21,120.18,apparel,champion
10,2026-05-27,92.08,books,champion
10,2026-05-28,105.27,beauty,champion
10,2026-06-02,118.26,grocery,champion
11,2024-10-04,20.78,apparel,champion
11,2024-11-04,25.41,apparel,champion
11,2024-12-30,50.86,electronics,champion
11,2025-01-11,29.51,sports,champion
11,2025-01-13,72.01,grocery,champion
11,2025-02-07,64.53,books,champion
11,2025-02-13,95.94,books,champion
11,2025-03-22,75.89,electronics,champion
11,2025-03-29,52.61,electronics,champion
11,2025-03-30,70.89,beauty,champion
11,2025-04-02,58.63,sports,champion
11,2025-04-10,44.25,books,champion
11,2025-04-24,56.78,beauty,champion
11,2025-05-12,38.53,books,champion
11,2025-07-13,44.1,electronics,champion
11,2025-08-17,76.33,apparel,champion
11,2025-09-12,57.51,electronics,champion
11,2025-09-19,51.37,apparel,champion
11,2025-11-03,70.31,grocery,champion
11,2025-11-28,62.95,books,champion
11,2026-03-20,13.65,electronics,champion
11,2026-05-16,41.75,electronics,champion
11,2026-05-29,32.22,grocery,champion
12,2025-04-11,56.92,beauty,champion
12,2025-04-15,63.81,books,champion
12,2025-05-03,66.81,apparel,champion
12,2025-06-06,39.18,beauty,champion
12,2025-06-07,81.25,sports,champion
12,2025-06-16,84.92,home_goods,champion
12,2025-06-29,56.19,sports,champion
12,2025-07-10,64.4,apparel,champion
12,2025-07-13,60.57,apparel,champion
12,2025-08-26,62.51,grocery,champion
12,2025-09-26,74.21,grocery,champion
12,2025-10-02,66.0,sports,champion
12,2025-10-14,60.53,sports,champion
12,2025-10-16,81.72,electronics,champion
12,2025-10-17,19.95,grocery,champion
12,2025-10-30,44.65,sports,champion
12,2025-12-14,67.67,home_goods,champion
12,2026-01-19,59.54,electronics,champion
12,2026-01-29,60.15,beauty,champion
12,2026-01-30,84.83,electronics,champion
12,2026-02-03,68.86,electronics,champion
12,2026-03-18,63.74,electronics,champion
12,2026-03-30,64.24,sports,champion
12,2026-04-06,65.34,apparel,champion
12,2026-05-17,60.05,electronics,champion
12,2026-06-01,49.02,home_goods,champion
12,2026-06-14,57.44,grocery,champion
12,2026-06-20,77.57,apparel,champion
13,2025-09-21,80.29,electronics,champion
13,2025-09-29,78.77,electronics,champion
13,2025-10-07,102.84,home_goods,champion
13,2025-10-15,74.34,home_goods,champion
13,2025-10-20,92.55,books,champion
13,2025-10-28,109.16,electronics,champion
13,2025-11-03,89.38,apparel,champion
13,2025-12-07,82.75,books,champion
13,2025-12-14,82.26,apparel,champion
13,2026-01-14,95.42,home_goods,champion
13,2026-03-23,91.81,beauty,champion
13,2026-03-25,90.19,electronics,champion
13,2026-04-08,86.7,apparel,champion
13,2026-05-03,88.84,electronics,champion
13,2026-06-04,71.95,electronics,champion
14,2025-07-27,66.63,books,champion
14,2025-08-04,25.56,sports,champion
14,2025-08-14,73.95,beauty,champion
14,2025-09-23,63.91,beauty,champion
14,2025-09-27,58.64,apparel,champion
14,2025-10-28,56.16,home_goods,champion
14,2025-11-16,56.13,apparel,champion
14,2025-11-20,48.41,sports,champion
14,2025-11-21,58.27,beauty,champion
14,2025-11-24,49.25,home_goods,champion
14,2025-11-27,57.5,apparel,champion
14,2025-11-29,55.04,home_goods,champion
14,2025-12-21,32.33,apparel,champion
14,2025-12-23,27.43,sports,champion
14,2025-12-26,67.41,books,champion
14,2026-01-15,41.6,beauty,champion
14,2026-01-16,35.77,electronics,champion
14,2026-02-09,68.86,grocery,champion
14,2026-02-14,71.46,books,champion
14,2026-02-22,32.67,sports,champion
14,2026-02-24,49.17,apparel,champion
14,2026-03-17,58.64,sports,champion
14,2026-04-22,34.99,apparel,champion
14,2026-05-06,53.99,apparel,champion
14,2026-05-17,38.85,apparel,champion
14,2026-05-30,55.55,home_goods,champion
15,2024-07-26,134.6,apparel,champion
15,2024-08-04,150.38,sports,champion
15,2024-09-20,123.07,apparel,champion
15,2024-10-05,138.89,sports,champion
15,2024-10-28,119.22,beauty,champion
15,2025-02-16,137.51,apparel,champion
15,2025-02-19,154.84,grocery,champion
15,2025-03-13,156.83,sports,champion
15,2025-03-16,124.72,books,champion
15,2025-06-19,142.65,home_goods,champion
15,2025-06-23,131.8,sports,champion
15,2025-07-09,151.94,sports,champion
15,2025-09-03,139.9,apparel,champion
15,2025-09-04,157.52,apparel,champion
15,2025-10-02,140.71,grocery,champion
15,2025-12-17,140.82,beauty,champion
15,2025-12-24,149.34,beauty,champion
15,2025-12-31,131.77,books,champion
15,2026-01-04,161.88,apparel,champion
15,2026-04-16,114.16,home_goods,champion
15,2026-04-30,167.2,sports,champion
16,2025-06-12,93.75,electronics,champion
16,2025-07-08,89.83,home_goods,champion
16,2025-07-17,75.35,electronics,champion
16,2025-07-18,53.93,books,champion
16,2025-07-24,82.46,home_goods,champion
16,2025-08-19,95.23,grocery,champion
16,2025-10-04,65.52,apparel,champion
16,2025-10-12,104.25,beauty,champion
16,2025-10-19,91.85,grocery,champion
16,2025-10-23,85.65,beauty,champion
16,2025-12-23,75.22,sports,champion
16,2026-02-11,92.54,electronics,champion
16,2026-03-28,81.34,home_goods,champion
16,2026-04-11,60.58,beauty,champion
16,2026-04-17,83.16,home_goods,champion
16,2026-04-25,70.16,sports,champion
16,2026-04-26,83.52,apparel,champion
16,2026-05-30,72.81,apparel,champion
16,2026-06-01,67.04,apparel,champion
16,2026-06-09,74.74,electronics,champion
16,2026-06-12,83.83,electronics,champion
17,2026-05-19,122.17,grocery,champion
17,2026-05-20,121.64,electronics,champion
17,2026-05-21,112.72,grocery,champion
17,2026-05-22,154.0,apparel,champion
17,2026-05-23,119.35,apparel,champion
17,2026-05-24,113.26,beauty,champion
17,2026-05-25,127.55,sports,champion
17,2026-05-26,120.74,electronics,champion
17,2026-05-27,148.47,books,champion
17,2026-05-28,119.59,electronics,champion
17,2026-05-29,101.16,sports,champion
17,2026-05-30,84.18,apparel,champion
17,2026-06-01,108.3,beauty,champion
17,2026-06-02,120.72,books,champion
17,2026-06-03,139.6,books,champion
17,2026-06-04,123.42,electronics,champion
17,2026-06-05,130.92,apparel,champion
17,2026-06-06,101.57,sports,champion
17,2026-06-07,133.26,electronics,champion
17,2026-06-08,142.84,electronics,champion
17,2026-06-09,132.83,books,champion
17,2026-06-10,119.47,apparel,champion
17,2026-06-11,117.6,books,champion
17,2026-06-12,96.54,beauty,champion
17,2026-06-13,150.37,books,champion
17,2026-06-14,131.54,apparel,champion
17,2026-06-15,111.39,apparel,champion
17,2026-06-16,93.77,apparel,champion
18,2025-05-01,94.49,grocery,champion
18,2025-05-18,111.13,grocery,champion
18,2025-06-06,129.38,apparel,champion
18,2025-09-03,121.3,sports,champion
18,2025-09-25,84.9,apparel,champion
18,2025-11-03,106.14,home_goods,champion
18,2025-11-12,117.76,apparel,champion
18,2025-11-26,94.79,electronics,champion
18,2025-12-11,101.27,grocery,champion
18,2026-02-15,88.9,grocery,champion
18,2026-02-20,88.86,beauty,champion
18,2026-03-03,92.4,apparel,champion
18,2026-03-17,87.44,apparel,champion
18,2026-03-21,85.03,apparel,champion
18,2026-04-12,92.36,sports,champion
18,2026-05-09,91.66,apparel,champion
18,2026-06-16,102.21,apparel,champion
19,2025-06-27,139.18,beauty,champion
19,2025-07-08,125.35,grocery,champion
19,2025-07-10,140.39,apparel,champion
19,2025-07-15,146.97,apparel,champion
19,2025-08-02,86.01,home_goods,champion
19,2025-08-16,123.34,apparel,champion
19,2025-08-24,124.53,sports,champion
19,2025-09-02,146.66,electronics,champion
19,2025-09-16,102.99,beauty,champion
19,2025-09-18,131.47,apparel,champion
19,2025-11-09,123.4,grocery,champion
19,2025-11-14,132.81,beauty,champion
19,2025-11-28,114.72,beauty,champion
19,2025-12-14,107.92,home_goods,champion
19,2025-12-16,118.53,home_goods,champion
19,2026-01-28,112.15,home_goods,champion
19,2026-02-02,123.76,books,champion
19,2026-02-03,119.12,home_goods,champion
19,2026-02-08,138.24,books,champion
19,2026-02-13,152.19,home_goods,champion
19,2026-02-24,146.09,apparel,champion
19,2026-03-02,128.91,home_goods,champion
19,2026-03-08,142.97,electronics,champion
19,2026-03-13,113.37,beauty,champion
19,2026-03-20,140.56,home_goods,champion
19,2026-04-19,105.21,home_goods,champion
19,2026-05-06,123.6,apparel,champion
19,2026-05-09,120.62,apparel,champion
19,2026-05-21,135.31,books,champion
19,2026-06-04,103.8,beauty,champion
19,2026-06-05,132.93,apparel,champion
20,2025-07-26,84.61,home_goods,champion
20,2025-07-29,101.83,home_goods,champion
20,2025-08-14,93.94,electronics,champion
20,2025-09-07,101.0,beauty,champion
20,2025-11-02,107.08,beauty,champion
20,2025-12-07,123.44,beauty,champion
20,2025-12-13,100.36,apparel,champion
20,2025-12-24,106.26,electronics,champion
20,2025-12-28,117.07,home_goods,champion
20,2026-01-06,91.08,electronics,champion
20,2026-01-10,88.65,grocery,champion
20,2026-01-18,120.51,apparel,champion
20,2026-02-17,101.63,apparel,champion
20,2026-02-20,112.86,home_goods,champion
20,2026-03-01,112.38,electronics,champion
20,2026-03-18,106.8,beauty,champion
20,2026-03-19,110.19,electronics,champion
20,2026-03-24,100.9,apparel,champion
20,2026-04-13,88.59,electronics,champion
20,2026-04-21,96.87,home_goods,champion
20,2026-04-27,69.63,electronics,champion
20,2026-04-30,114.44,grocery,champion
20,2026-05-06,100.62,apparel,champion
20,2026-05-07,93.89,apparel,champion
20,2026-06-13,84.35,books,champion
20,2026-06-15,105.96,home_goods,champion
21,2025-09-20,64.52,home_goods,champion
21,2025-09-23,89.11,beauty,champion
21,2025-09-28,91.86,electronics,champion
21,2025-10-06,109.44,beauty,champion
21,2025-10-25,93.99,apparel,champion
21,2025-10-28,87.55,books,champion
21,2025-10-31,67.31,beauty,champion
21,2025-11-05,91.89,books,champion
21,2025-11-14,120.08,electronics,champion
21,2025-11-22,82.81,home_goods,champion
21,2025-11-25,85.09,grocery,champion
21,2025-12-11,77.32,home_goods,champion
21,2026-01-25,119.66,home_goods,champion
21,2026-02-01,92.44,beauty,champion
21,2026-02-15,71.77,apparel,champion
21,2026-02-18,81.34,electronics,champion
21,2026-02-25,77.01,electronics,champion
21,2026-02-28,82.07,books,champion
21,2026-03-05,101.63,beauty,champion
21,2026-03-10,85.96,beauty,champion
21,2026-03-16,109.2,apparel,champion
21,2026-03-31,91.74,books,champion
21,2026-04-19,108.15,apparel,champion
21,2026-04-22,111.86,sports,champion
21,2026-04-24,78.18,grocery,champion
21,2026-05-01,101.06,electronics,champion
21,2026-05-04,73.82,home_goods,champion
21,2026-05-09,84.49,electronics,champion
21,2026-06-05,93.63,sports,champion
21,2026-06-06,81.82,grocery,champion
22,2026-06-01,46.65,apparel,champion
22,2026-06-03,92.65,sports,champion
22,2026-06-04,102.33,grocery,champion
22,2026-06-06,83.32,electronics,champion
22,2026-06-08,64.01,books,champion
22,2026-06-10,90.52,apparel,champion
22,2026-06-11,92.85,beauty,champion
22,2026-06-13,39.02,home_goods,champion
22,2026-06-14,102.57,electronics,champion
22,2026-06-15,92.87,electronics,champion
22,2026-06-16,89.99,books,champion
22,2026-06-18,82.82,apparel,champion
22,2026-06-19,83.52,books,champion
22,2026-06-20,62.31,beauty,champion
22,2026-06-21,99.99,sports,champion
22,2026-06-22,107.29,grocery,champion
23,2025-04-17,40.38,apparel,champion
23,2025-04-26,61.14,apparel,champion
23,2025-05-03,42.45,home_goods,champion
23,2025-05-06,30.37,sports,champion
23,2025-05-26,61.71,apparel,champion
23,2025-06-05,54.8,books,champion
23,2025-06-22,40.26,electronics,champion
23,2025-07-25,29.82,apparel,champion
23,2025-07-27,47.55,home_goods,champion
23,2025-08-03,43.09,beauty,champion
23,2025-08-07,50.46,electronics,champion
23,2025-09-05,74.39,apparel,champion
23,2025-09-15,46.93,electronics,champion
23,2025-09-28,54.98,sports,champion
23,2025-10-10,56.8,apparel,champion
23,2025-11-02,48.8,electronics,champion
23,2025-11-03,22.64,grocery,champion
23,2025-11-27,41.69,beauty,champion
23,2025-11-28,46.5,sports,champion
23,2025-12-04,50.76,grocery,champion
23,2025-12-18,50.72,sports,champion
23,2025-12-20,31.93,apparel,champion
23,2026-01-08,56.19,sports,champion
23,2026-01-20,36.13,home_goods,champion
23,2026-04-10,34.66,home_goods,champion
23,2026-05-22,53.0,electronics,champion
23,2026-06-02,52.29,books,champion
23,2026-06-21,30.09,apparel,champion
24,2024-03-11,48.91,home_goods,champion
24,2024-04-22,51.72,home_goods,champion
24,2024-06-14,23.84,apparel,champion
24,2024-07-30,65.87,home_goods,champion
24,2024-08-22,50.77,home_goods,champion
24,2024-09-25,28.82,apparel,champion
24,2024-10-29,43.03,beauty,champion
24,2024-11-04,38.39,apparel,champion
24,2024-11-23,38.08,books,champion
24,2024-12-18,37.5,books,champion
24,2024-12-21,66.95,books,champion
24,2024-12-31,49.83,apparel,champion
24,2025-01-07,62.72,beauty,champion
24,2025-02-28,35.74,grocery,champion
24,2025-03-03,26.1,home_goods,champion
24,2025-03-09,33.14,apparel,champion
24,2025-04-09,45.16,grocery,champion
24,2025-04-22,52.13,electronics,champion
24,2025-07-31,51.02,grocery,champion
24,2025-08-04,32.3,home_goods,champion
24,2025-08-08,34.59,beauty,champion
24,2025-11-16,38.09,grocery,champion
24,2025-12-07,64.69,apparel,champion
24,2025-12-24,63.03,electronics,champion
24,2026-01-03,31.35,home_goods,champion
24,2026-02-03,53.68,beauty,champion
24,2026-02-08,8.02,apparel,champion
24,2026-05-21,10.71,home_goods,champion
24,2026-06-15,34.95,apparel,champion
25,2025-12-16,112.45,electronics,champion
25,2025-12-19,125.63,apparel,champion
25,2025-12-21,138.33,electronics,champion
25,2025-12-28,139.05,grocery,champion
25,2025-12-30,137.18,apparel,champion
25,2026-01-01,125.4,electronics,champion
25,2026-01-04,126.54,apparel,champion
25,2026-01-07,146.95,home_goods,champion
25,2026-01-13,125.73,electronics,champion
25,2026-01-14,166.66,sports,champion
25,2026-01-27,119.24,beauty,champion
25,2026-01-30,111.64,apparel,champion
25,2026-02-01,134.47,home_goods,champion
25,2026-02-02,132.31,electronics,champion
25,2026-02-03,127.64,sports,champion
25,2026-02-04,147.48,apparel,champion
25,2026-02-15,121.19,beauty,champion
25,2026-02-24,136.2,electronics,champion
25,2026-02-27,126.16,books,champion
25,2026-03-25,159.01,apparel,champion
25,2026-04-23,117.13,grocery,champion
25,2026-04-25,121.39,grocery,champion
25,2026-04-26,142.03,electronics,champion
25,2026-05-01,117.46,apparel,champion
25,2026-05-03,135.5,books,champion
25,2026-05-05,123.5,grocery,champion
25,2026-05-12,119.61,sports,champion
25,2026-05-23,117.37,apparel,champion
25,2026-05-29,124.99,electronics,champion
25,2026-06-07,147.29,apparel,champion
26,2025-01-20,97.1,home_goods,champion
26,2025-02-17,114.44,electronics,champion
26,2025-05-02,112.71,grocery,champion
26,2025-05-19,99.35,electronics,champion
26,2025-06-11,104.58,books,champion
26,2025-06-14,103.67,sports,champion
26,2025-10-03,117.79,apparel,champion
26,2025-11-18,113.12,electronics,champion
26,2025-11-28,114.29,apparel,champion
26,2025-12-08,107.47,beauty,champion
26,2025-12-29,93.79,electronics,champion
26,2026-02-17,94.47,grocery,champion
26,2026-03-17,111.06,beauty,champion
26,2026-06-02,97.47,electronics,champion
27,2025-03-20,104.91,home_goods,champion
27,2025-03-21,129.73,apparel,champion
27,2025-05-01,137.1,apparel,champion
27,2025-05-04,126.67,sports,champion
27,2025-05-19,131.67,grocery,champion
27,2025-06-02,89.64,beauty,champion
27,2025-06-25,120.55,beauty,champion
27,2025-06-30,124.04,home_goods,champion
27,2025-07-19,131.41,home_goods,champion
27,2025-09-20,104.43,grocery,champion
27,2025-12-09,140.77,electronics,champion
27,2026-01-31,123.07,apparel,champion
27,2026-03-30,96.03,apparel,champion
27,2026-04-18,122.22,home_goods,champion
27,2026-05-05,120.96,electronics,champion
27,2026-05-25,117.5,electronics,champion
27,2026-05-28,102.48,sports,champion
28,2024-09-09,116.21,grocery,champion
28,2024-10-21,119.26,beauty,champion
28,2024-10-28,141.6,beauty,champion
28,2024-11-04,109.69,beauty,champion
28,2024-11-24,123.62,apparel,champion
28,2024-12-10,122.83,home_goods,champion
28,2024-12-12,138.4,home_goods,champion
28,2025-01-21,109.64,beauty,champion
28,2025-02-05,111.42,apparel,champion
28,2025-02-07,104.33,electronics,champion
28,2025-03-21,145.3,apparel,champion
28,2025-04-01,106.73,electronics,champion
28,2025-04-02,126.18,beauty,champion
28,2025-04-25,72.23,home_goods,champion
28,2025-05-08,112.06,electronics,champion
28,2025-05-25,104.24,beauty,champion
28,2025-06-13,121.92,electronics,champion
28,2025-07-08,113.88,books,champion
28,2025-07-12,131.73,electronics,champion
28,2025-12-24,115.28,grocery,champion
28,2026-04-30,126.85,books,champion
28,2026-05-06,112.94,apparel,champion
28,2026-06-04,114.35,apparel,champion
29,2026-05-31,71.92,home_goods,champion
29,2026-06-01,50.59,grocery,champion
29,2026-06-02,38.89,sports,champion
29,2026-06-03,49.53,electronics,champion
29,2026-06-04,68.98,electronics,champion
29,2026-06-05,55.73,electronics,champion
29,2026-06-06,80.39,apparel,champion
29,2026-06-07,58.24,electronics,champion
29,2026-06-08,54.84,home_goods,champion
29,2026-06-09,60.78,electronics,champion
29,2026-06-10,34.69,books,champion
29,2026-06-11,60.55,grocery,champion
29,2026-06-12,50.69,apparel,champion
29,2026-06-13,36.8,grocery,champion
29,2026-06-14,77.54,apparel,champion
29,2026-06-15,85.78,apparel,champion
29,2026-06-16,44.39,apparel,champion
29,2026-06-17,63.59,beauty,champion
29,2026-06-18,47.89,home_goods,champion
29,2026-06-19,59.28,beauty,champion
29,2026-06-20,69.19,beauty,champion
29,2026-06-21,41.63,sports,champion
30,2024-11-13,101.23,apparel,champion
30,2024-11-16,105.86,electronics,champion
30,2024-11-17,115.33,grocery,champion
30,2024-12-30,97.59,apparel,champion
30,2025-03-17,92.52,electronics,champion
30,2025-04-17,122.34,electronics,champion
30,2025-05-11,106.66,electronics,champion
30,2025-06-09,119.05,beauty,champion
30,2025-09-30,104.76,electronics,champion
30,2025-12-06,68.7,books,champion
30,2025-12-13,119.52,home_goods,champion
30,2026-01-27,113.29,books,champion
30,2026-02-09,134.3,home_goods,champion
30,2026-02-11,123.16,home_goods,champion
30,2026-02-20,108.82,electronics,champion
30,2026-02-23,84.46,apparel,champion
30,2026-02-24,100.34,books,champion
30,2026-02-25,127.24,sports,champion
30,2026-03-08,108.46,apparel,champion
30,2026-03-10,149.09,sports,champion
30,2026-03-18,113.29,apparel,champion
30,2026-04-26,94.01,electronics,champion
30,2026-05-12,84.36,beauty,champion
30,2026-05-17,77.35,apparel,champion
30,2026-05-28,63.61,home_goods,champion
31,2024-08-11,115.09,apparel,champion
31,2024-11-18,94.55,beauty,champion
31,2025-01-07,135.65,beauty,champion
31,2025-01-26,120.18,beauty,champion
31,2025-03-03,117.15,home_goods,champion
31,2025-03-26,105.18,beauty,champion
31,2025-04-29,112.42,electronics,champion
31,2025-06-12,90.16,electronics,champion
31,2025-08-19,109.6,books,champion
31,2025-10-18,118.3,electronics,champion
31,2025-11-18,99.57,electronics,champion
31,2025-12-02,111.8,apparel,champion
31,2025-12-21,118.9,electronics,champion
31,2026-01-27,122.49,books,champion
31,2026-02-03,99.04,electronics,champion
31,2026-02-07,84.74,beauty,champion
31,2026-02-08,103.2,electronics,champion
31,2026-03-20,97.85,electronics,champion
31,2026-04-02,124.35,beauty,champion
31,2026-05-14,141.58,home_goods,champion
32,2024-03-18,74.51,home_goods,champion
32,2024-05-07,96.94,electronics,champion
32,2024-05-12,100.72,beauty,champion
32,2024-07-26,102.99,grocery,champion
32,2024-08-03,107.1,electronics,champion
32,2024-08-23,79.14,beauty,champion
32,2024-09-03,69.65,sports,champion
32,2024-09-20,99.51,grocery,champion
32,2024-10-06,86.2,apparel,champion
